Identifier	Change_name	Change_type	Species	Gender	Age_start	Age_end	Description	Tissues	Gene	Properties	Type_of_data	Process_measured	Sample_size	Method_of_collection	Data_transforms	Percentage_change	P_value	Coefficiant	Intercept	Relationship_parent_identifiers	References
DAA3857	Gene expression of PHF21A increases with age 	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PHF21A in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PHF21A (PHD finger protein 21A)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3867	Gene expression of PHF7 increases with age 	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PHF7 in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PHF7 (PHD finger protein 7)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3446	Gene expression of PHLDA2 decreases with age	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PHLDA2 in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PHLDA2 (pleckstrin homology-like domain, family A, member 2)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3712	Gene expression of PHLDB1 increases with age 	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PHLDB1 in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PHLDB1 (pleckstrin homology-like domain, family B, member 1)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA4383	Gene expression of PIANP decreases with age	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PIANP in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PIANP (PILR alpha associated neural protein)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3493	Gene expression of PIAS1 increases with age 	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PIAS1 in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PIAS1 (protein inhibitor of activated STAT, 1)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3612	Gene expression of PIAS3 increases with age 	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PIAS3 in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PIAS3 (protein inhibitor of activated STAT, 3)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA2915	Gene expression of PIEZO2 decreases with age	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PIEZO2 in the adipose tissue. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. Subcutaneous adipose tissue was dissected from the biopsy site. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch, and random effects as family relationship and zygosity. 	Adipose Tissue	PIEZO2 (piezo-type mechanosensitive ion channel component 2)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3323	Gene expression of PIGC decreases with age	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PIGC in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PIGC (phosphatidylinositol glycan anchor biosynthesis, class C)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3547	Gene expression of PIGL increases with age 	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PIGL in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PIGL (phosphatidylinositol glycan anchor biosynthesis, class L)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
DAA3738	Gene expression of PIGN decreases with age	molecular	Homo sapiens	female	39	85	Using a linear mixed model, differential expression with age was identified in PIGN in skin. Biopsies were taken from relatively photo-protected infra-umbilical skin of female twins. The linear mixed model was used to examine gene expression variability by age and confounding factors including fixed effect batch and RNA concentration, and random effects as family relationship and zygosity. 	Skin	PIGN (phosphatidylinositol glycan anchor biosynthesis, class N)			Gene Expression Level									3454: Glass, D et al. (2013) "Gene expression changes with age in skin, adipose tissue, blood and brain."  Genome Biol. 14(7):R75 (23889843)
